village,code,val_binary,comment,code.groups
Eleng'ata Dapash,4 5 3 3 5 participation in rule making women,1,typpes of people who participate in rule-making: women,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 5 1 participation in rule making opinions leaders,1,typpes of people who participate in rule-making and provide their opinions: leaders ,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 5 2 participation in rule making opinions famous elders,1,typpes of people who participate in rule-making and provide their opinions: famous people or village elders such as laigwanani,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 5 3 participation in rule making opinions professionals,1,typpes of people who participate in rule-making and provide their opinions: individuals with some profession,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 5 4 participation in rule making opinions men,1,typpes of people who participate in rule-making and provide their opinions: men,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 5 5 participation in rule making opinions women,1,typpes of people who participate in rule-making and provide their opinions: women,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 6 1 participation in rule making 25 talk,1,NA,NA
Eleng'ata Dapash,4 5 3 3 6 2 participation in rule making 26 50 talk,1,proportion of people who talk at meetings during rule-making: 26 - 50%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 6 3 participation in rule making 51 75 talk,0,proportion of people who talk at meetings during rule-making: 51 - 75%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 6 4 participation in rule making 76 100 talk,0,proportion of people who talk at meetings during rule-making: 76 - 100%,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 7 1 participation in rule making last meeting male,0,percentage of men who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 7 2 participation in rule making last meeting female,1,percentage of women who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 8 1 participation in rule making last meeting educated,1,percentage of people with some education (at least primary school) who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 8 2 participation in rule making last meeting uneducated,1,percentage of people with no education who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 9 1 participation in rule making last meeting wealthy,1,percentage of wealthy people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 9 2 participation in rule making last meeting middle,1,percentage of middle income people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 3 3 9 3 participation in rule making last meeting poor,1,percentage of poor people who participated in the last general meeting,"4.5 collective-choice rules
4.5.3 participation in rule making
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 1 participation in zoning low,1,low: the lead management agency informs the actor group of their decisions. none: the lead management agency does not seek input from the actor group - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 2 participation in zoning medium,0,medium: the lead management agency consults the actor group during the decision-making process - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 3 participation in zoning high,0,high: the actor group is in charge of managing the resource with or without the support of the lead management agency - actors are the users and lead management agency may be internal or external to the village. ,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 4 1 participation in zoning meetings held,1,number of land-use or natural resource-related meetings held over the last 12 months,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 4 2 1 participation in zoning 25 women,0,statements indicate that participation of women in the last zoning/vlup process was less than 25%,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 4 2 2 participation in zoning 26 50 women,0,statements indicate that participation of women in the last zoning/vlup process was 26-50%,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 4 2 3 participation in zoning 51 75 women,0,statements indicate that participation of women in the last zoning/vlup process was 51 - 75%,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 4 4 2 4 participation in zoning 76 100 women,0,statements indicate that participation of women in the last zoning/vlup process was 76 - 100%,"4.5 collective-choice rules
4.5.4 participation in zoning
4 governance systems (gs)"
Eleng'ata Dapash,4 5 5 1 commons political power low,1,low: user or leadership group with low power cannot change rules.,"5.4 leadership/entrepreneurship
5.4.3 commons political power
5 actors (a)"
Eleng'ata Dapash,4 5 5 2 commons political power medium,1,"medium: user or leadership group with moderate power may participate actively in rule-making, but their power is limited by the necessity to consult with others, be reviewed by others, or otherwise. ","5.4 leadership/entrepreneurship
5.4.3 commons political power
5 actors (a)"
Eleng'ata Dapash,4 5 5 3 commons political power high,0,"high: user or leadership group with high levels of power have the ability to change rules on their own (i.e. without consulting with or obtaining permission from other members or leaderships, and without being seriously challenged by other members). ","5.4 leadership/entrepreneurship
5.4.3 commons political power
5 actors (a)"
Eleng'ata Dapash,4 6 constitutional choice rules,0,NA,4 governance systems (gs)
Eleng'ata Dapash,4 6 1 1 actor group boundary clarity no boundaries,1,no boundaries indicate an entire lack of common understanding regarding group membership.,"4.6 constitutional-choice rules
4.6.1 actor group boundary clarity
4 governance systems (gs)"
Eleng'ata Dapash,4 6 1 2 actor group boundary clarity unclear boundaries,0,"unclear boundaries indicate that some of the members of this group are aware of who is and who isn't a member, and there is some enforcement of any rules associated with membership.","4.6 constitutional-choice rules
4.6.1 actor group boundary clarity
4 governance systems (gs)"
Eleng'ata Dapash,4 6 1 3 actor group boundary clarity clear boundaries,0,"clear boundaries indicate that the great majority of the members of this group are aware of who is and who isn't a member, and there is strong enforcement of any rules associated with membership.","4.6 constitutional-choice rules
4.6.1 actor group boundary clarity
4 governance systems (gs)"
Eleng'ata Dapash,4 6 2 1 outsider exclusion no exclusion,1,no exclusion: outsiders face no impediments from the user group in their attempts to use the commons.,"4.6 constitutional-choice rules
4.6.2 outsider exclusion
4 governance systems (gs)"
Eleng'ata Dapash,4 6 2 2outsider exclusion some exclusion,1,some exclusion: outsiders face impediments from the user group in their attempts to use the commons. they must get permission to graze in the village rangeland.,"4.6 constitutional-choice rules
4.6.2 outsider exclusion
4 governance systems (gs)"
Eleng'ata Dapash,4 6 2 3 outsider exclusion total exclusion,0,total exclusion: users are able to prevent the great majority to all incursion by outsiders,"4.6 constitutional-choice rules
4.6.2 outsider exclusion
4 governance systems (gs)"
Eleng'ata Dapash,4 7 monitoring and sanctioning rules,0,NA,4 governance systems (gs)
Eleng'ata Dapash,4 7 1 1 environmental monitoring low,0,"low: this member group engages in very little to no monitoring of the conditions of the rangeland. consequently, it cannot detect changes in rangeland conditions.","4.7 monitoring and sanctioning rules
4.7.1 environmental monitoring
4 governance systems (gs)"
Eleng'ata Dapash,4 7 1 2 environmental monitoring moderate,0,moderate: this member group engages in some monitoring of the conditions of the rangeland but not in a systematic manner and frequent enough to detect changes in rangeland conditions.,"4.7 monitoring and sanctioning rules
4.7.1 environmental monitoring
4 governance systems (gs)"
Eleng'ata Dapash,4 7 1 3 environmental monitoring high,1,high monitoring: this member group engages in frequent and systematic monitoring efforts that are sufficient to adequately observe changes in rangeland conditions. ,"4.7 monitoring and sanctioning rules
4.7.1 environmental monitoring
4 governance systems (gs)"
Eleng'ata Dapash,4 7 2 1 self sanctions graduated sanctions,1,"sanctions can include a diversity of forms of social shunning, fines, extra regulations or the complete prohibition of resource use or pollution emissions (ostrom 1990).sanctions are graduated when the severity of punishment increases with increased violations of rangeland rules.","4.7 monitoring and sanctioning rules
4.7.2 self sanctions
4 governance systems (gs)"
